Year	iYear	iGDP	iK	iL	iQ	iX	iU	Country	Source
1946	-4	0.532852852	NA	NA	0.65133442	0.641244576	0.60080984	AT	Warr2000
1947	-3	0.587598008	NA	NA	0.745077714	0.736528385	0.685210022	AT	Warr2000
1948	-2	0.748183799	NA	NA	0.920407202	0.918706467	0.902010723	AT	Warr2000
1949	-1	0.889608785	NA	NA	0.98560554	0.985919308	0.962826598	AT	Warr2000
1950	0	1	1	1	1	1	1	AT	Warr2000
1951	1	1.068399346	1.086762894	1.000884565	1.079514497	1.080979699	1.119457109	AT	Warr2000
1952	2	1.069333126	1.145889335	1.00176913	1.072990298	1.073081569	1.112528263	AT	Warr2000
1953	3	1.11586647	1.179483486	1.002653695	1.09581528	1.096139427	1.212077343	AT	Warr2000
1954	4	1.229904288	1.238001306	1.00353826	1.180405069	1.183319012	1.341747116	AT	Warr2000
1955	5	1.365847016	1.335522142	1.004422825	1.234841045	1.239142692	1.489585438	AT	Warr2000
1956	6	1.459808575	1.415850208	1.00530739	1.285925772	1.292251346	1.617258948	AT	Warr2000
1957	7	1.54921796	1.505836314	1.006191955	1.324718333	1.33112624	1.709513604	AT	Warr2000
1958	8	1.605789433	1.599366485	1.00707652	1.290536722	1.29382653	1.712429838	AT	Warr2000
1959	9	1.651427904	1.695039862	1.007961085	1.330823705	1.33316932	1.849778065	AT	Warr2000
1960	10	1.787370633	1.841312604	1.00884565	1.459675214	1.46277246	2.037668946	AT	Warr2000
1961	11	1.882265972	2.008671757	0.999593687	1.47446078	1.477407459	2.16402615	AT	Warr2000
1962	12	1.927865536	2.175939846	0.990341723	1.545692082	1.549761519	2.307654387	AT	Warr2000
1963	13	2.006341919	2.345044117	0.98108976	1.60286004	1.610364274	2.459059636	AT	Warr2000
1964	14	2.126760563	2.531929778	0.971837796	1.628379306	1.63623711	2.651270297	AT	Warr2000
1965	15	2.187923119	2.72586208	0.962585833	1.642267256	1.648294326	2.716120243	AT	Warr2000
1966	16	2.311065287	2.938174925	0.953333869	1.693188282	1.698016075	2.843938161	AT	Warr2000
1967	17	2.381332192	3.142228355	0.944081906	1.75158027	1.755221002	2.882797124	AT	Warr2000
1968	18	2.487160532	3.347303068	0.934829942	1.819133898	1.825869844	3.0887659	AT	Warr2000
1969	19	2.643568594	3.560429109	0.899756936	1.957736424	1.964051836	3.281322275	AT	Warr2000
1970	20	2.831880787	3.799084675	0.891852359	2.111582538	2.11869622	3.543280903	AT	Warr2000
1971	21	2.976655513	4.080747324	0.886101069	2.142660889	2.15134545	3.669543475	AT	Warr2000
1972	22	3.161466034	4.403773216	0.885713176	2.189627334	2.200007372	3.802815387	AT	Warr2000
1973	23	3.315967629	4.715576908	0.884404455	2.316751184	2.328439829	4.050822377	AT	Warr2000
1974	24	3.446735663	5.03427341	0.874339926	2.35181371	2.357249935	4.153670497	AT	Warr2000
1975	25	3.434246362	5.315100309	0.844862184	2.286133914	2.290933906	4.12655429	AT	Warr2000
1976	26	3.591432573	5.60310385	0.836667169	2.37676017	2.38403665	4.446164347	AT	Warr2000
1977	27	3.759396156	5.905073862	0.838934193	2.341952228	2.345581872	4.453276024	AT	Warr2000
1978	28	3.745739631	6.17355898	0.83660159	2.414544821	2.418808415	4.591400765	AT	Warr2000
1979	29	3.950081706	6.449007547	0.836956652	2.528472706	2.534296632	4.869839087	AT	Warr2000
1980	30	4.041475372	6.729016143	0.837974317	2.493969784	2.498156831	4.729478596	AT	Warr2000
1981	31	4.037467901	6.990415684	0.839232679	2.424758377	2.425455577	4.654819413	AT	Warr2000
1982	32	4.1144658	7.198039136	0.824958906	2.409555627	2.407431014	4.509788918	AT	Warr2000
1983	33	4.22986538	7.394566348	0.813893808	2.431842435	2.430195519	4.556348763	AT	Warr2000
1984	34	4.24391098	7.593464639	0.809200903	2.510783553	2.509697946	4.715412544	AT	Warr2000
1985	35	4.339156486	7.809153675	0.804921752	2.588882501	2.585711156	4.856817762	AT	Warr2000
1986	36	4.440705004	8.035334694	0.812800197	2.561416999	2.557217101	4.797136614	AT	Warr2000
1987	37	4.515329546	8.2692664	0.813187582	2.660664221	2.653740775	5.130215672	AT	Warr2000
1988	38	4.658392343	8.52739826	0.813945046	2.783397837	2.768755641	5.081032768	AT	Warr2000
1989	39	4.855303089	8.81129454	0.819599065	2.81265666	2.798441072	5.312204121	AT	Warr2000
1990	40	5.076492102	9.119779062	0.834762894	2.75274219	2.745547534	5.502376024	AT	Warr2000
1991	41	5.259081084	9.208608043	0.849849427	2.859782331	2.854292239	5.696643681	AT	Warr2000
1992	42	5.383270771	9.460821016	0.863398034	2.815717476	2.803779473	5.415092911	AT	Warr2000
1993	43	5.401206833	9.69301767	0.85836559	2.882722487	2.867637123	5.565840533	AT	Warr2000
1994	44	5.54492814	9.946721267	0.846293589	2.894947233	2.879578874	5.725078472	AT	Warr2000
1995	45	5.650830991	10.18331274	0.815972943	3.028012276	3.012388818	6.159485859	AT	Warr2000
1996	46	5.798832988	10.4272231	0.829270667	3.132254268	3.120507088	6.342622026	AT	Warr2000
1997	47	5.905502577	10.67215564	0.782887384	3.136143333	3.124058512	6.650978586	AT	Warr2000
1998	48	6.11579343	10.93657318	0.789121108	3.172163177	3.159857112	6.738718816	AT	Warr2000
1999	49	6.318919792	11.21258715	0.794069546	3.224842678	3.208148857	6.741346113	AT	Warr2000
2000	50	6.53099556	11.51828932	0.801906019	3.21733862	3.200674273	6.806349952	AT	Warr2000
