Year	iYear	iGDP	iKstkPWT	iKstkO+WnoRD	iKstkO+WwithRD	iKstkS+L	iKservONS2011	iKservONS2015	iKservO+WnoRD	iKservO+WwithRD	iKservS+L	iL	ihLPWT	ihLest	iEpMP	iEfMP	iEuMP	iXpMP	iXfMP	iUMP	iEpIEA	iEfIEA	iXp	iXf	iU	Country	Source
1970	10	1.508325899	1.477027669	NA	NA	NA	NA	NA	NA	NA	NA	1.162060867	1.296561794	NA	NA	NA	NA	NA	NA	NA	1.522672467	1.491143818	1.432443017	NA	1.898064695	US	REXS1960
1971	11	1.560484033	1.529576022	NA	NA	NA	NA	NA	NA	NA	NA	1.155439956	1.301280709	NA	NA	NA	NA	NA	NA	NA	1.557415005	1.522636183	1.474639619	NA	1.990993057	US	REXS1960
1972	12	1.64665056	1.589923945	NA	NA	NA	NA	NA	NA	NA	NA	1.191236737	1.354194254	NA	NA	NA	NA	NA	NA	NA	1.635228363	1.587031258	1.559220468	NA	2.137805602	US	REXS1960
1973	13	1.743986159	1.65635689	NA	NA	NA	NA	NA	NA	NA	NA	1.225192991	1.405874732	NA	NA	NA	NA	NA	NA	NA	1.697188653	1.630163318	1.632050995	NA	2.225680205	US	REXS1960
1974	14	1.734929187	1.713054055	NA	NA	NA	NA	NA	NA	NA	NA	1.23394798	1.429217194	NA	NA	NA	NA	NA	NA	NA	1.6594725	1.576065753	1.61859456	NA	2.161069065	US	REXS1960
1975	15	1.731528348	1.755895955	NA	NA	NA	NA	NA	NA	NA	NA	1.204656899	1.408393588	NA	NA	NA	NA	NA	NA	NA	1.622240012	1.522054942	1.617974565	NA	2.143670857	US	REXS1960
1976	16	1.825355712	1.804250441	NA	NA	NA	NA	NA	NA	NA	NA	1.246053951	1.467735465	NA	NA	NA	NA	NA	NA	NA	1.732767061	1.605174905	1.674910559	NA	2.203963026	US	REXS1960
1977	17	1.91001871	1.862473005	NA	NA	NA	NA	NA	NA	NA	NA	1.28600389	1.526172112	NA	NA	NA	NA	NA	NA	NA	1.790257609	1.656096092	1.703404377	NA	2.213957786	US	REXS1960
1978	18	2.01748523	1.93108019	NA	NA	NA	NA	NA	NA	NA	NA	1.338069452	1.59989016	NA	NA	NA	NA	NA	NA	NA	1.842701546	1.68723649	1.734809882	NA	2.258895587	US	REXS1960
1979	19	2.080991428	2.002176046	NA	NA	NA	NA	NA	NA	NA	NA	1.36699244	1.646750869	NA	NA	NA	NA	NA	NA	NA	1.838561441	1.697884728	1.729687554	NA	2.303169341	US	REXS1960
1980	20	2.07501311	2.060725899	NA	NA	NA	NA	NA	NA	NA	NA	1.359063594	1.649498199	NA	NA	NA	NA	NA	NA	NA	1.770510685	1.625105652	1.685880603	NA	2.224480979	US	REXS1960
1981	21	2.127744018	2.116139305	NA	NA	NA	NA	NA	NA	NA	NA	1.365909184	1.659261089	NA	NA	NA	NA	NA	NA	NA	1.72162606	1.596546758	1.689777154	NA	2.195980493	US	REXS1960
1982	22	2.08560941	2.157944507	NA	NA	NA	NA	NA	NA	NA	NA	1.351481909	1.643175613	NA	NA	NA	NA	NA	NA	NA	1.649828608	1.521980582	1.654511117	NA	2.129356593	US	REXS1960
1983	23	2.179794757	2.20615522	NA	NA	NA	NA	NA	NA	NA	NA	1.382775192	1.682697959	NA	NA	NA	NA	NA	NA	NA	1.65127372	1.503414327	1.657992018	NA	2.138151647	US	REXS1960
1984	24	2.336627144	2.272598685	NA	NA	NA	NA	NA	NA	NA	NA	1.453076847	1.769799176	NA	NA	NA	NA	NA	NA	NA	1.722061654	1.58919635	1.689160858	NA	2.198492444	US	REXS1960
1985	25	2.432709802	2.343585303	NA	NA	NA	NA	NA	NA	NA	NA	1.480491577	1.804771391	NA	NA	NA	NA	NA	NA	NA	1.740512588	1.573169462	1.690769495	NA	2.230600585	US	REXS1960
1986	26	2.51608406	2.411975925	NA	NA	NA	NA	NA	NA	NA	NA	1.50599575	1.839345087	NA	NA	NA	NA	NA	NA	NA	1.737684171	1.571428217	1.74132726	NA	2.274905827	US	REXS1960
1987	27	2.595771093	2.478764319	NA	NA	NA	NA	NA	NA	NA	NA	1.546930643	1.892925378	NA	NA	NA	NA	NA	NA	NA	1.811817545	1.624412872	1.766434766	NA	2.31317836	US	REXS1960
1988	28	2.702199462	2.546161173	NA	NA	NA	NA	NA	NA	NA	NA	1.581995748	1.939506193	NA	NA	NA	NA	NA	NA	NA	1.882971418	1.69532925	1.807063355	NA	2.417740585	US	REXS1960
1989	29	2.798532708	2.6140734	NA	NA	NA	NA	NA	NA	NA	NA	1.622617915	1.993082726	NA	NA	NA	NA	NA	NA	NA	1.910531562	1.642524297	1.856441501	NA	2.54077117	US	REXS1960
1990	30	2.850476053	2.67657431	NA	NA	NA	NA	NA	NA	NA	NA	1.622542554	1.996771522	NA	NA	NA	NA	NA	NA	NA	1.878740074	1.603065582	1.865766368	NA	2.583080306	US	REXS1960
1991	31	2.843030005	2.725935847	NA	NA	NA	NA	NA	NA	NA	NA	1.59225943	1.970296308	NA	NA	NA	NA	NA	NA	NA	1.894078081	1.605011315	1.878362076	NA	2.572558835	US	REXS1960
1992	32	2.939828629	2.779915557	NA	NA	NA	NA	NA	NA	NA	NA	1.598627249	1.989071302	NA	NA	NA	NA	NA	NA	NA	1.932073839	1.614544166	1.896029909	NA	2.669109261	US	REXS1960
1993	33	3.024276837	2.842745456	NA	NA	NA	NA	NA	NA	NA	NA	1.625619154	2.033795974	NA	NA	NA	NA	NA	NA	NA	1.965993262	1.642676733	1.936927066	NA	2.702288199	US	REXS1960
1994	34	3.148711755	2.914219394	NA	NA	NA	NA	NA	NA	NA	NA	1.668811865	2.09933312	NA	NA	NA	NA	NA	NA	NA	2.002461498	1.681878909	1.980984464	NA	2.799884681	US	REXS1960
1995	35	3.228971561	2.991853164	NA	NA	NA	NA	NA	NA	NA	NA	1.69455094	2.143453439	NA	NA	NA	NA	NA	NA	NA	2.028075205	1.707403946	2.004753422	NA	2.893557317	US	REXS1960
1996	36	3.351222782	3.080064739	NA	NA	NA	NA	NA	NA	NA	NA	1.710862187	2.166173553	NA	NA	NA	NA	NA	NA	NA	2.073122875	1.761598178	2.051177928	NA	2.958643211	US	REXS1960
1997	37	3.502220044	3.175440116	NA	NA	NA	NA	NA	NA	NA	NA	1.761955834	2.233017078	NA	NA	NA	NA	NA	NA	NA	2.09409319	1.783744829	2.097298314	NA	3.041066419	US	REXS1960
1998	38	3.656367557	3.281289799	NA	NA	NA	NA	NA	NA	NA	NA	1.792066518	2.273369015	NA	NA	NA	NA	NA	NA	NA	2.111913297	1.78190196	2.14605119	NA	3.124381667	US	REXS1960
1999	39	3.834392542	3.396025799	NA	NA	NA	NA	NA	NA	NA	NA	1.826345128	2.319089201	NA	NA	NA	NA	NA	NA	NA	2.169044774	1.847117465	2.174862231	NA	3.213218542	US	REXS1960
2000	40	3.994410977	3.514921556	NA	NA	NA	NA	NA	NA	NA	NA	1.845072576	2.345129648	NA	NA	NA	NA	NA	NA	NA	2.230291828	1.916274009	2.20447233	NA	3.16280731	US	REXS1960
2001	41	4.038084913	3.617420991	NA	NA	NA	NA	NA	NA	NA	NA	1.8296753	2.332048283	NA	NA	NA	NA	NA	NA	NA	2.188581749	1.883594375	NA	NA	NA	US	REXS1960
2002	42	4.111901023	3.703374274	NA	NA	NA	NA	NA	NA	NA	NA	1.823566637	2.330747657	NA	NA	NA	NA	NA	NA	NA	2.213245783	1.899429169	NA	NA	NA	US	REXS1960
2003	43	4.216861662	3.790944448	NA	NA	NA	NA	NA	NA	NA	NA	1.830656102	2.346337484	NA	NA	NA	NA	NA	NA	NA	2.218341447	1.919622652	NA	NA	NA	US	REXS1960
2004	44	4.363598925	3.888118638	NA	NA	NA	NA	NA	NA	NA	NA	1.851104896	2.379166524	NA	NA	NA	NA	NA	NA	NA	2.264125898	1.954728874	NA	NA	NA	US	REXS1960
2005	45	4.497806781	3.992185447	NA	NA	NA	NA	NA	NA	NA	NA	1.882148445	2.425815583	NA	NA	NA	NA	NA	NA	NA	2.274958844	1.945355896	NA	NA	NA	US	REXS1960
2006	46	4.617408927	4.093755084	NA	NA	NA	NA	NA	NA	NA	NA	1.91991381	2.480542418	NA	NA	NA	NA	NA	NA	NA	2.253203675	1.93787288	NA	NA	NA	US	REXS1960
2007	47	4.705472764	4.18546695	NA	NA	NA	NA	NA	NA	NA	NA	1.937280948	2.509103231	NA	NA	NA	NA	NA	NA	NA	2.29276816	1.960136028	NA	NA	NA	US	REXS1960
2008	48	4.688575963	4.256625501	NA	NA	NA	NA	NA	NA	NA	NA	1.92115675	2.494305945	NA	NA	NA	NA	NA	NA	NA	2.23392374	1.906547824	NA	NA	NA	US	REXS1960
2009	49	4.542805254	4.28743911	NA	NA	NA	NA	NA	NA	NA	NA	1.824736458	2.374914968	NA	NA	NA	NA	NA	NA	NA	2.121965313	1.812535476	NA	NA	NA	US	REXS1960
2010	50	4.650916143	4.315894114	NA	NA	NA	NA	NA	NA	NA	NA	1.831304203	2.389292894	NA	NA	NA	NA	NA	NA	NA	2.192680649	NA	NA	NA	NA	US	REXS1960
2011	51	4.734648385	4.34895114	NA	NA	NA	NA	NA	NA	NA	NA	1.852950221	2.41753434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	REXS1960
2012	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	REXS1960
2013	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	US	REXS1960
1960	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	1	JP	REXS1960
1961	1	1.120567368	1.137735138	NA	NA	NA	NA	NA	NA	NA	NA	1.015103631	1.011611096	NA	NA	NA	NA	NA	NA	NA	1.130930143	1.132743673	1.038767574	NA	1.046941159	JP	REXS1960
1962	2	1.219858158	1.258878085	NA	NA	NA	NA	NA	NA	NA	NA	1.017502775	1.010281924	NA	NA	NA	NA	NA	NA	NA	1.189950147	1.219525464	1.112705133	NA	1.110579684	JP	REXS1960
1963	3	1.324468058	1.388301362	NA	NA	NA	NA	NA	NA	NA	NA	1.023178157	1.012189933	NA	NA	NA	NA	NA	NA	NA	1.361072281	1.392457267	1.137202017	NA	1.20904554	JP	REXS1960
1964	4	1.478723353	1.541545961	NA	NA	NA	NA	NA	NA	NA	NA	1.040014051	1.025070442	NA	NA	NA	NA	NA	NA	NA	1.52537823	1.607595381	1.296953492	NA	1.410412967	JP	REXS1960
1965	5	1.563829666	1.686984611	NA	NA	NA	NA	NA	NA	NA	NA	1.047740005	1.02889681	NA	NA	NA	NA	NA	NA	NA	1.665549192	1.736109649	1.342600533	NA	1.525510768	JP	REXS1960
1966	6	1.73049631	1.863606539	NA	NA	NA	NA	NA	NA	NA	NA	1.073143832	1.06184628	NA	NA	NA	NA	NA	NA	NA	1.823298737	2.023972483	1.473724088	NA	1.700949258	JP	REXS1960
1967	7	1.914893413	2.093480499	NA	NA	NA	NA	NA	NA	NA	NA	1.100772245	1.097454683	NA	NA	NA	NA	NA	NA	NA	2.143845021	2.359920677	1.660384103	NA	1.967174746	JP	REXS1960
1968	8	2.163120388	2.363215692	NA	NA	NA	NA	NA	NA	NA	NA	1.121077162	1.124340811	NA	NA	NA	NA	NA	NA	NA	2.423419969	2.636218455	1.833946434	NA	2.264494725	JP	REXS1960
1969	9	2.446808281	2.654610601	NA	NA	NA	NA	NA	NA	NA	NA	1.122625229	1.131642467	NA	NA	NA	NA	NA	NA	NA	2.799695684	3.064406304	2.063512539	NA	2.621012886	JP	REXS1960
1970	10	3.333332877	3.02962032	NA	NA	NA	NA	NA	NA	NA	NA	1.12947541	1.144361378	NA	NA	NA	NA	NA	NA	NA	3.173262244	3.255326243	2.172520682	NA	2.764085316	JP	REXS1960
1971	11	3.489965924	3.405105419	NA	NA	NA	NA	NA	NA	NA	NA	1.132245234	1.155702017	NA	NA	NA	NA	NA	NA	NA	3.309474622	3.496911305	2.211492599	NA	2.84047735	JP	REXS1960
1972	12	3.783595856	3.809167771	NA	NA	NA	NA	NA	NA	NA	NA	1.134505895	1.166624439	NA	NA	NA	NA	NA	NA	NA	3.536437522	3.730230599	2.367252218	NA	3.113695627	JP	REXS1960
1973	13	4.087516976	4.263561255	NA	NA	NA	NA	NA	NA	NA	NA	1.155792832	1.1973559	NA	NA	NA	NA	NA	NA	NA	3.963148063	4.106226528	2.495088492	NA	3.245056733	JP	REXS1960
1974	14	4.03743509	4.664859503	NA	NA	NA	NA	NA	NA	NA	NA	1.118597904	1.167444376	NA	NA	NA	NA	NA	NA	NA	3.985068719	4.030535959	2.460818118	NA	3.20912365	JP	REXS1960
1975	15	4.162255461	5.051323693	NA	NA	NA	NA	NA	NA	NA	NA	1.099267297	1.155804662	NA	NA	NA	NA	NA	NA	NA	3.77369274	3.838598154	2.454727555	NA	3.163650828	JP	REXS1960
1976	16	4.327704454	5.439188625	NA	NA	NA	NA	NA	NA	NA	NA	1.124197277	1.190235452	NA	NA	NA	NA	NA	NA	NA	4.013261254	4.053402829	2.520234922	NA	3.258004666	JP	REXS1960
1977	17	4.517705305	5.843639898	NA	NA	NA	NA	NA	NA	NA	NA	1.142792141	1.218335265	NA	NA	NA	NA	NA	NA	NA	4.084664201	4.104664631	2.571508327	NA	3.278445709	JP	REXS1960
1978	18	4.755876085	6.288377991	NA	NA	NA	NA	NA	NA	NA	NA	1.158668418	1.243849862	NA	NA	NA	NA	NA	NA	NA	4.119561587	4.195816223	2.727345415	NA	3.50564378	JP	REXS1960
1979	19	5.016690319	6.762043452	NA	NA	NA	NA	NA	NA	NA	NA	1.176230253	1.271482351	NA	NA	NA	NA	NA	NA	NA	4.363274243	4.34370503	2.804486264	NA	3.659241951	JP	REXS1960
1980	20	5.158040145	7.231491562	NA	NA	NA	NA	NA	NA	NA	NA	1.189269292	1.294515969	NA	NA	NA	NA	NA	NA	NA	4.261946881	4.069478081	2.909518474	NA	3.91959684	JP	REXS1960
1981	21	5.373483433	7.708087482	NA	NA	NA	NA	NA	NA	NA	NA	1.190634621	1.304931103	NA	NA	NA	NA	NA	NA	NA	4.168598538	3.967691552	2.76086013	NA	3.580237791	JP	REXS1960
1982	22	5.55492492	8.166832997	NA	NA	NA	NA	NA	NA	NA	NA	1.200095353	1.324361848	NA	NA	NA	NA	NA	NA	NA	4.162301916	3.935084764	2.710445002	NA	3.450513452	JP	REXS1960
1983	23	5.72494662	8.588482954	NA	NA	NA	NA	NA	NA	NA	NA	1.213377526	1.348244603	NA	NA	NA	NA	NA	NA	NA	4.166037829	4.006949563	2.886212461	NA	3.721154897	JP	REXS1960
1984	24	5.980502456	9.020518777	NA	NA	NA	NA	NA	NA	NA	NA	1.225138357	1.370691528	NA	NA	NA	NA	NA	NA	NA	4.480510162	4.232196132	2.976365257	NA	3.816945789	JP	REXS1960
1985	25	6.35926902	9.49812823	NA	NA	NA	NA	NA	NA	NA	NA	1.222538484	1.377206162	NA	NA	NA	NA	NA	NA	NA	4.48931801	4.233547436	3.041535421	NA	3.921483602	JP	REXS1960
1986	26	6.5393048	9.994337395	NA	NA	NA	NA	NA	NA	NA	NA	1.229411185	1.389020753	NA	NA	NA	NA	NA	NA	NA	4.539926024	4.288248921	3.111222749	NA	3.980655175	JP	REXS1960
1987	27	6.807901975	10.52933819	NA	NA	NA	NA	NA	NA	NA	NA	1.232433223	1.39652947	NA	NA	NA	NA	NA	NA	NA	4.597807934	4.408409673	3.200243774	NA	4.083922952	JP	REXS1960
1988	28	7.294441877	11.16897263	NA	NA	NA	NA	NA	NA	NA	NA	1.243260034	1.412940314	NA	NA	NA	NA	NA	NA	NA	4.918416072	4.671492752	3.286624168	NA	4.1907866	JP	REXS1960
1989	29	7.686164531	11.85992634	NA	NA	NA	NA	NA	NA	NA	NA	1.247385372	1.421797193	NA	NA	NA	NA	NA	NA	NA	5.103133466	4.83930013	3.391798715	NA	4.285569507	JP	REXS1960
1990	30	8.114468233	12.60074294	NA	NA	NA	NA	NA	NA	NA	NA	1.244229504	1.422370196	NA	NA	NA	NA	NA	NA	NA	5.434578225	5.266154224	3.508685919	NA	4.402539931	JP	REXS1960
1991	31	8.384220809	13.33897777	NA	NA	NA	NA	NA	NA	NA	NA	1.249222636	1.439726057	NA	NA	NA	NA	NA	NA	NA	5.493387929	5.345231828	3.59532148	NA	4.484706195	JP	REXS1960
1992	32	8.452890081	14.00490246	NA	NA	NA	NA	NA	NA	NA	NA	1.243088718	1.444341924	NA	NA	NA	NA	NA	NA	NA	5.622400633	5.39649363	3.627812214	NA	4.411386058	JP	REXS1960
1993	33	8.467349825	14.59724323	NA	NA	NA	NA	NA	NA	NA	NA	1.210873912	1.418386752	NA	NA	NA	NA	NA	NA	NA	5.660180363	5.443596223	3.701796958	NA	4.490462724	JP	REXS1960
1994	34	8.540472016	15.1441656	NA	NA	NA	NA	NA	NA	NA	NA	1.209135668	1.427902817	NA	NA	NA	NA	NA	NA	NA	5.978537056	5.617089607	3.836936545	NA	4.632695267	JP	REXS1960
1995	35	8.706357312	15.67604361	NA	NA	NA	NA	NA	NA	NA	NA	1.202910103	1.432137315	NA	NA	NA	NA	NA	NA	NA	6.138859681	5.820978555	3.951437111	NA	4.776362512	JP	REXS1960
1996	36	8.933597994	16.23475173	NA	NA	NA	NA	NA	NA	NA	NA	1.213452149	1.451726173	NA	NA	NA	NA	NA	NA	NA	6.272709279	5.913095363	4.011564865	NA	4.797756637	JP	REXS1960
1997	37	9.076145038	16.75690074	NA	NA	NA	NA	NA	NA	NA	NA	1.203538804	1.446880604	NA	NA	NA	NA	NA	NA	NA	6.339436149	5.95044049	4.051620095	NA	4.89577972	JP	REXS1960
1998	38	8.894336435	17.15380187	NA	NA	NA	NA	NA	NA	NA	NA	1.174605663	1.4189766	NA	NA	NA	NA	NA	NA	NA	6.225565026	5.858920361	4.075853497	NA	4.875328274	JP	REXS1960
1999	39	8.876606703	17.52155821	NA	NA	NA	NA	NA	NA	NA	NA	1.146740602	1.392063018	NA	NA	NA	NA	NA	NA	NA	6.337988792	6.015917307	4.167474136	NA	4.945320987	JP	REXS1960
2000	40	9.076995682	17.88328242	NA	NA	NA	NA	NA	NA	NA	NA	1.147740427	1.400064089	NA	NA	NA	NA	NA	NA	NA	6.419659314	6.056614369	4.305719809	NA	5.10926798	JP	REXS1960
2001	41	9.109260927	18.19912825	NA	NA	NA	NA	NA	NA	NA	NA	1.126179859	1.380183238	NA	NA	NA	NA	NA	NA	NA	6.318604105	5.976957636	NA	NA	NA	JP	REXS1960
2002	42	9.135636651	18.43652339	NA	NA	NA	NA	NA	NA	NA	NA	1.100036047	1.354442769	NA	NA	NA	NA	NA	NA	NA	6.313643505	6.060317293	NA	NA	NA	JP	REXS1960
2003	43	9.289582335	18.66488461	NA	NA	NA	NA	NA	NA	NA	NA	1.098169535	1.35846327	NA	NA	NA	NA	NA	NA	NA	6.262070586	6.010670036	NA	NA	NA	JP	REXS1960
2004	44	9.508884303	18.88436714	NA	NA	NA	NA	NA	NA	NA	NA	1.104708935	1.3729387	NA	NA	NA	NA	NA	NA	NA	6.46319136	6.086939735	NA	NA	NA	JP	REXS1960
2005	45	9.632759215	19.10199723	NA	NA	NA	NA	NA	NA	NA	NA	1.103145307	1.377402082	NA	NA	NA	NA	NA	NA	NA	6.439068743	6.088642027	NA	NA	NA	JP	REXS1960
2006	46	9.795832604	19.31603773	NA	NA	NA	NA	NA	NA	NA	NA	1.114136999	1.397226908	NA	NA	NA	NA	NA	NA	NA	6.429951631	6.068495314	NA	NA	NA	JP	REXS1960
2007	47	10.0105755	19.52436911	NA	NA	NA	NA	NA	NA	NA	NA	1.112626094	1.401451	NA	NA	NA	NA	NA	NA	NA	6.372960402	6.006686322	NA	NA	NA	JP	REXS1960
2008	48	9.906301736	19.68363085	NA	NA	NA	NA	NA	NA	NA	NA	1.097645672	1.388644813	NA	NA	NA	NA	NA	NA	NA	6.130225021	5.603014987	NA	NA	NA	JP	REXS1960
2009	49	9.358782768	19.72594588	NA	NA	NA	NA	NA	NA	NA	NA	1.051692959	1.336344187	NA	NA	NA	NA	NA	NA	NA	5.838811435	5.503141343	NA	NA	NA	JP	REXS1960
2010	50	9.773855383	19.76808285	NA	NA	NA	NA	NA	NA	NA	NA	1.054068309	1.345235847	NA	NA	NA	NA	NA	NA	NA	6.122147037	NA	NA	NA	NA	JP	REXS1960
2011	51	9.700778303	19.82345283	NA	NA	NA	NA	NA	NA	NA	NA	1.019635072	1.301291043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JP	REXS1960
2012	52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JP	REXS1960
2013	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	JP	REXS1960
